sistema,tarifa,año,q,p,tipo de tarifa,frecuencia,notas
CDMX,CDMX Doméstica Única 2004,2004,0,13.23,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,10,0,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,20,1.55,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,30,1.81,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,50,3.45,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,70,4.41,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,90,6.91,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,120,11.06,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,180,14.88,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,240,21.42,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,420,24.62,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,660,28.69,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,960,31.01,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2004,2004,1500,35.65,1,2,CDMX Doméstica Única
CDMX,CDMX No Doméstica 2004,2004,0,79.43,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2004,2004,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2004,2004,20,7.935,1,2,CDMX No Doméstica.  Error en código financiero
CDMX,CDMX No Doméstica 2004,2004,30,7.944,1,2,CDMX No Doméstica.  Error en código financiero
CDMX,CDMX No Doméstica 2004,2004,60,11.8,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2004,2004,90,15.34,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2004,2004,120,18.9,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2004,2004,240,22.43,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2004,2004,420,25.97,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2004,2004,660,29.51,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2004,2004,960,33.23,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2004,2004,1500,37.21,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2004,2004,5000,38.18,1,2,CDMX No Doméstica
CDMX,CDMX Doméstica Única 2005,2005,0,13.95,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,10,0,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,20,1.6,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,30,1.91,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,50,3.62,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,70,4.62,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,90,7.29,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,120,11.65,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,180,15.67,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,240,22.55,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,420,25.92,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,660,30.24,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,960,32.65,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,1500,37.58,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2005,2005,2000,41.34,1,2,CDMX Doméstica Única
CDMX,CDMX No Doméstica 2005,2005,0,90.31,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2005,2005,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2005,2005,20,8.366,1,2,CDMX No Doméstica.  Error en código financiero
CDMX,CDMX No Doméstica 2005,2005,30,8.376,1,2,CDMX No Doméstica.  Error en código financiero
CDMX,CDMX No Doméstica 2005,2005,60,12.41,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2005,2005,90,16.17,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2005,2005,120,19.9,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2005,2005,240,23.61,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2005,2005,420,27.38,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2005,2005,660,31.09,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2005,2005,960,35.01,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2005,2005,1500,39.23,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2005,2005,5000,40.23,1,2,CDMX No Doméstica
CDMX,CDMX Doméstica Única 2006,2006,0,14.52,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,10,0,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,20,1.66,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,30,1.98,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,50,3.77,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,70,4.81,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,90,7.59,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,120,12.13,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,180,16.31,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,240,23.48,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,420,26.99,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,660,31.49,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,960,34,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,1500,39.13,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2006,2006,2000,43.05,1,2,CDMX Doméstica Única
CDMX,CDMX No Doméstica 2006,2006,0,90.31,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2006,2006,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2006,2006,20,8.712,1,2,CDMX No Doméstica.  Error en código financiero
CDMX,CDMX No Doméstica 2006,2006,30,8.723,1,2,CDMX No Doméstica.  Error en código financiero
CDMX,CDMX No Doméstica 2006,2006,60,12.92,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2006,2006,90,16.84,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2006,2006,120,20.72,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2006,2006,240,24.58,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2006,2006,420,28.51,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2006,2006,660,32.37,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2006,2006,960,36.46,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2006,2006,1500,40.85,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2006,2006,5000,41.89,1,2,CDMX No Doméstica
CDMX,CDMX Doméstica Única 2007,2007,0,15.04,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,10,0,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,20,1.72,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,30,2.05,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,50,3.9,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,70,4.98,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,90,7.86,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,120,12.56,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,180,16.89,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,240,24.32,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,420,27.95,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,660,32.61,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,960,35.21,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,1500,40.52,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2007,2007,2000,44.58,1,2,CDMX Doméstica Única
CDMX,CDMX No Doméstica 2007,2007,0,90.31,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2007,2007,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2007,2007,20,9.02,1,2,CDMX No Doméstica.  Error en código financiero
CDMX,CDMX No Doméstica 2007,2007,30,9.03,1,2,CDMX No Doméstica.  Error en código financiero
CDMX,CDMX No Doméstica 2007,2007,60,13.38,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2007,2007,90,17.44,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2007,2007,120,21.46,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2007,2007,240,25.46,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2007,2007,420,29.52,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2007,2007,660,33.52,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2007,2007,960,37.76,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2007,2007,1500,42.3,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2007,2007,5000,43.38,1,2,CDMX No Doméstica
CDMX,CDMX Doméstica Única 2008,2008,0,15.64,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,10,0,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,20,1.79,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,30,3.38,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,50,6.65,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,70,9.65,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,90,14.97,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,120,18.37,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,180,24.31,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,240,29.34,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,420,37.47,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,660,39.4,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,960,41.1,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,1500,42.62,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2008,2008,2000,43.99,1,2,CDMX Doméstica Única
CDMX,CDMX No Doméstica 2008,2008,0,93.92,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,20,9.39,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,30,19.39,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,60,25.24,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,90,29.39,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,120,32.61,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,240,35.25,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,420,37.47,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,660,39.4,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,960,41.1,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,1500,42.62,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2008,2008,5000,43.99,1,2,CDMX No Doméstica
CDMX,CDMX Doméstica Única 2009,2009,0,16.61,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,10,0,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,20,1.9,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,30,3.59,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,50,7.06,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,70,10.25,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,90,15.9,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,120,19.51,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,180,25.82,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,240,31.17,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,420,39.8,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,660,41.85,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,960,43.66,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,1500,45.28,1,2,CDMX Doméstica Única
CDMX,CDMX Doméstica Única 2009,2009,2000,46.73,1,2,CDMX Doméstica Única
CDMX,CDMX No Doméstica 2009,2009,0,99.77,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,20,9.97,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,30,20.6,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,60,26.81,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,90,31.22,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,120,34.64,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,240,37.45,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,420,39.8,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,660,41.85,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,960,43.66,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,1500,45.28,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2009,2009,5000,46.73,1,2,CDMX No Doméstica
CDMX,CDMX Doméstica Alta 2010,2010,0,135,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2010,2010,15,0,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2010,2010,20,15.2,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2010,2010,30,15.21,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2010,2010,40,15.22,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2010,2010,50,15.23,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2010,2010,70,23.22,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2010,2010,90,30,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2010,2010,120,40,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2010,2010,1000,40,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Baja 2010,2010,0,34,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2010,2010,15,0,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2010,2010,20,5.8,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2010,2010,30,7,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2010,2010,40,7.01,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2010,2010,50,14.19,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2010,2010,70,21,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2010,2010,90,23,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2010,2010,120,40,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2010,2010,1000,40,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Media 2010,2010,0,112.5,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2010,2010,15,0,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2010,2010,20,14.5,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2010,2010,30,14.51,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2010,2010,40,14.52,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2010,2010,50,14.53,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2010,2010,70,22.72,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2010,2010,90,30,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2010,2010,120,40,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2010,2010,1000,40,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Popular 2010,2010,0,30,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2010,2010,15,0,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2010,2010,20,2.6,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2010,2010,30,4,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2010,2010,40,7.8,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2010,2010,50,7.81,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2010,2010,70,20.9,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2010,2010,90,23,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2010,2010,120,40,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2010,2010,1000,40,1,2,CDMX Doméstica Popular
CDMX,CDMX No Doméstica 2010,2010,0,135,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2010,2010,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2010,2010,20,14,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2010,2010,30,25.48,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2010,2010,50,29,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2010,2010,70,32.95,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2010,2010,90,35,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2010,2010,120,40,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2010,2010,1000,63,1,2,CDMX No Doméstica
CDMX,CDMX Doméstica Alta 2011,2011,0,140.51,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2011,2011,15,0,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2011,2011,20,15.82,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2011,2011,30,15.83,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2011,2011,40,15.84,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2011,2011,50,15.85,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2011,2011,70,24.17,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2011,2011,90,31.22,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2011,2011,120,41.63,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2011,2011,1000,41.63,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Baja 2011,2011,0,35.39,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2011,2011,15,0,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2011,2011,20,6.04,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2011,2011,30,7.29,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2011,2011,40,7.3,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2011,2011,50,14.77,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2011,2011,70,21.86,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2011,2011,90,23.94,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2011,2011,120,41.63,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2011,2011,1000,41.63,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Media 2011,2011,0,117.09,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2011,2011,15,0,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2011,2011,20,15.09,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2011,2011,30,15.1,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2011,2011,40,15.11,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2011,2011,50,15.12,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2011,2011,70,23.65,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2011,2011,90,31.22,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2011,2011,120,41.63,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2011,2011,1000,41.63,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Popular 2011,2011,0,31.22,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2011,2011,15,0,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2011,2011,20,2.71,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2011,2011,30,4.16,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2011,2011,40,8.12,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2011,2011,50,8.13,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2011,2011,70,21.75,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2011,2011,90,23.94,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2011,2011,120,41.63,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2011,2011,1000,41.63,1,2,CDMX Doméstica Popular
CDMX,CDMX No Doméstica 2011,2011,0,140.51,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2011,2011,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2011,2011,20,14.57,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2011,2011,30,26.52,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2011,2011,50,30.18,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2011,2011,70,34.29,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2011,2011,90,36.43,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2011,2011,120,41.63,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2011,2011,1000,65.57,1,2,CDMX No Doméstica
CDMX,CDMX Doméstica Alta 2012,2012,0,145.57,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2012,2012,15,0,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2012,2012,20,16.39,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2012,2012,30,16.4,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2012,2012,40,16.41,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2012,2012,50,16.42,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2012,2012,70,25.04,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2012,2012,90,32.34,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2012,2012,120,43.13,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Alta 2012,2012,1000,43.13,1,2,CDMX Doméstica Alta
CDMX,CDMX Doméstica Baja 2012,2012,0,36.66,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2012,2012,15,0,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2012,2012,20,6.26,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2012,2012,30,7.55,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2012,2012,40,7.56,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2012,2012,50,15.3,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2012,2012,70,22.65,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2012,2012,90,24.8,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2012,2012,120,43.13,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Baja 2012,2012,1000,43.13,1,2,CDMX Doméstica Baja
CDMX,CDMX Doméstica Media 2012,2012,0,121.31,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2012,2012,15,0,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2012,2012,20,15.63,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2012,2012,30,15.64,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2012,2012,40,15.65,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2012,2012,50,15.66,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2012,2012,70,24.5,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2012,2012,90,32.34,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2012,2012,120,43.13,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Media 2012,2012,1000,43.13,1,2,CDMX Doméstica Media
CDMX,CDMX Doméstica Popular 2012,2012,0,32.34,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2012,2012,15,0,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2012,2012,20,2.81,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2012,2012,30,4.31,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2012,2012,40,8.41,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2012,2012,50,8.42,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2012,2012,70,22.53,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2012,2012,90,24.8,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2012,2012,120,43.13,1,2,CDMX Doméstica Popular
CDMX,CDMX Doméstica Popular 2012,2012,1000,43.13,1,2,CDMX Doméstica Popular
CDMX,CDMX No Doméstica 2012,2012,0,80.87,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2012,2012,10,0,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2012,2012,20,8.09,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2012,2012,30,13.85,1,2,CDMX No Doméstica
CDMX,CDMX No Doméstica 2012,2012,50,16.17,1,2,CDMX No Doméstica
